compatibility,outfit_sample
0,"['211258327_4','186137395_1','192651332_5','218071763_2']"
0,"['208350011_4','0','0','217316914_2']"
0,"['212303842_5','224707309_1','0','218452675_2']"
0,"['225165059_5','224026355_1','0','206088343_2']"
0,"['207022145_6','181335098_1','0','201466695_2']"
0,"['216407362_5','219100602_1','0','222891999_2']"
0,"['216094567_4','0','193387900_4','224918780_2']"
0,"['202721077_4','207312192_1','216261399_6','202338397_2']"
0,"['216616961_4','220642422_1','218800715_8','219912822_1']"
0,"['225184592_3','0','0','213746900_2']"
0,"['214478786_5','198294960_1','0','213563666_2']"
0,"['155729838_8','216573115_1','211900799_4','209920451_2']"
0,"['220367211_3','211684421_1','222701625_6','222191774_2']"
0,"['220916472_5','219528858_4','0','222912117_2']"
0,"['223496516_4','155837813_1','210635396_7','211744311_2']"
0,"['192874691_3','214277254_1','219769745_9','216473383_1']"
0,"['220788823_5','221605788_1','0','217778020_2']"
0,"['225111097_3','0','0','221186755_1']"
0,"['222090361_3','218453127_1','0','223476451_1']"
0,"['225175001_6','218782638_1','0','183032057_2']"
0,"['192980201_2','209348729_1','0','224158302_2']"
0,"['190241895_4','222906031_1','0','216924029_1']"
0,"['224266836_4','217132342_1','0','225223718_2']"
0,"['220815733_5','218234007_1','0','223366602_3']"
0,"['200913229_4','219398994_1','213306018_5','223150232_2']"
0,"['214260760_4','202525754_1','0','202953805_2']"
0,"['221369107_4','221175913_1','0','217914882_2']"
0,"['223533434_5','188064911_1','0','164324698_2']"
0,"['223066862_4','220004871_1','216085461_5','42367874_2']"
0,"['217550170_4','225233442_1','222769051_4','219508407_2']"
0,"['224551428_4','224936253_1','0','195424099_2']"
0,"['214196892_4','223485883_1','0','224481511_2']"
0,"['217157881_4','221836698_1','0','225066900_2']"
0,"['221592360_5','222797036_1','0','219861226_2']"
0,"['220381354_4','219907617_1','0','218740131_2']"
0,"['215646977_3','222956185_1','0','222025310_2']"
0,"['218866159_3','0','206074894_5','211633825_2']"
0,"['219297653_3','223291049_1','0','223561075_2']"
0,"['223610522_4','224382761_1','0','200818855_2']"
0,"['219950052_5','216361824_1','0','222576802_2']"
0,"['222630783_5','161903644_1','0','204819201_1']"
0,"['221943327_4','218008986_1','0','221991497_2']"
0,"['213884972_4','203849238_1','0','177792880_1']"
0,"['218104243_4','200569373_1','0','158060226_2']"
0,"['219505321_6','214260760_1','0','221619112_2']"
0,"['220910775_4','92970226_1','0','224868739_2']"
0,"['224042271_4','0','0','221200992_2']"
0,"['222815172_4','217419257_1','218677005_5','209797721_2']"
0,"['222529321_4','0','0','221704531_2']"
0,"['217004139_4','225251441_1','0','224263452_2']"
0,"['214553159_5','184487208_1','0','155220502_2']"
0,"['222894562_3','217477090_1','0','200811185_1']"
0,"['6033214_5','58894417_1','0','220320537_2']"
0,"['222655219_5','140298687_1','0','222515410_2']"
0,"['219780202_6','141846786_1','0','215621884_2']"
0,"['224172224_4','0','0','225330052_2']"
0,"['189389155_6','140114300_1','217198270_4','222463138_2']"
0,"['196965636_3','172006138_1','0','224814140_2']"
0,"['218270925_7','215863149_1','194956098_7','215545355_2']"
0,"['197627334_4','221936645_1','0','224896951_2']"
0,"['224169841_3','222516941_1','192874691_4','175171855_3']"
0,"['223363618_4','224311038_1','0','186256346_2']"
0,"['219508407_4','0','0','165280580_2']"
0,"['221723003_4','218967450_1','0','224372915_1']"
0,"['214181728_4','204532755_1','0','185167645_1']"
0,"['223354202_5','177583234_1','222732273_6','224966616_2']"
0,"['219223459_3','221045062_1','0','224422613_2']"
0,"['182596776_4','215437971_1','223806628_6','165692984_1']"
0,"['205230905_4','215786341_1','0','221954148_2']"
0,"['217223018_4','220288391_1','184868827_6','223383202_2']"
0,"['221326566_3','181794225_1','0','222819154_2']"
0,"['221936559_5','0','0','218007973_2']"
0,"['218866383_4','224933142_1','0','221626365_2']"
0,"['207746116_4','222585479_1','0','214247960_2']"
0,"['220797757_4','218293363_1','0','223259450_2']"
0,"['224661473_4','149347327_1','214605736_7','209968378_2']"
0,"['221331617_6','0','209555917_6','76283186_2']"
0,"['217616952_5','217754486_1','0','196187053_2']"
0,"['217356183_6','213096941_1','0','195752687_2']"
0,"['222585018_6','204604555_1','0','222726412_2']"
0,"['218967450_7','187735461_1','0','200419705_1']"
0,"['141844190_8','223653037_1','0','218794743_2']"
0,"['215439147_6','215014273_1','0','219188670_2']"
0,"['212918163_4','214832326_1','0','196959571_2']"
0,"['182626903_3','222017734_1','0','201699481_2']"
0,"['224937859_3','0','71375293_6','220473888_2']"
0,"['102388342_6','221022901_1','0','222816375_2']"
0,"['220163234_4','214973320_1','189932901_8','224958496_2']"
0,"['170047143_5','0','0','221248792_2']"
0,"['223530527_4','0','219271834_6','217898422_2']"
0,"['225190177_4','221302591_1','0','223868453_2']"
0,"['223988941_5','0','0','219981551_2']"
0,"['220533080_7','221861868_1','0','222160373_2']"
0,"['225179946_5','221545829_1','0','213782759_2']"
0,"['218677005_4','220048227_1','0','219327560_2']"
0,"['221072266_4','221997333_1','0','225331077_2']"
0,"['221546386_3','196236418_1','0','217265461_2']"
0,"['215631458_4','210276616_1','0','223746419_2']"
0,"['220493503_5','215589003_1','210328935_4','197831405_3']"
0,"['223961976_7','0','0','220655219_2']"
0,"['224987641_4','155849903_1','0','78295916_2']"
0,"['218915323_5','215992125_1','0','211251912_1']"
0,"['210276168_6','0','0','219273198_1']"
0,"['225072674_5','141972305_1','0','216842121_2']"
0,"['174559269_5','203351828_1','0','208398409_2']"
0,"['218854603_4','217888849_1','0','217258089_2']"
0,"['223826021_5','207436656_1','0','224754768_2']"
0,"['198931617_3','222160373_1','215432626_4','225278976_2']"
0,"['224154690_2','0','221400371_6','225335461_2']"
0,"['190106565_4','217950439_1','224460948_5','205930848_2']"
0,"['223022886_4','215208991_1','0','178628007_1']"
0,"['217293366_3','223938299_1','0','216531242_2']"
0,"['215773284_5','168786565_1','0','198298191_2']"
0,"['223853978_5','224735568_1','0','224886968_2']"
0,"['163335592_6','50158146_1','0','221243216_2']"
0,"['117530803_6','0','0','214069754_2']"
0,"['222597314_6','215235869_1','154284019_7','172098003_1']"
0,"['223214125_4','206671176_1','0','225118111_2']"
0,"['220360422_5','200891069_1','0','44972909_2']"
0,"['224926204_4','224558652_1','219867268_6','204635649_2']"
0,"['176074335_4','209359823_1','0','220334363_1']"
0,"['221174568_5','205875423_1','0','224933066_1']"
0,"['222196319_4','0','0','223730513_2']"
0,"['224932463_8','214478843_1','0','204422050_2']"
0,"['224766250_3','217963056_1','0','222022153_2']"
0,"['218906458_3','221151150_1','42423648_4','223510794_2']"
0,"['212250105_5','0','0','222320291_2']"
0,"['217515941_6','220176823_1','204409516_7','208697766_2']"
0,"['220470502_3','224359791_2','0','221745432_1']"
0,"['148546170_4','207872797_1','213826335_6','224321101_2']"
0,"['224785969_3','154266487_1','0','225131864_2']"
0,"['219705345_5','212209016_1','0','194596889_2']"
0,"['219102395_6','224466281_1','0','222981961_1']"
0,"['217648221_2','57822969_1','0','224933615_2']"
0,"['222463138_6','204605262_1','0','225323594_2']"
0,"['218405232_3','210134436_1','0','219453031_2']"
0,"['218067601_3','0','0','218506843_2']"
0,"['217347533_6','223141395_1','212855494_7','125338923_2']"
0,"['225301012_5','224127302_1','0','98732384_2']"
0,"['194437726_4','181347489_1','0','219093433_2']"
0,"['219780202_5','221559226_1','0','222355139_2']"
0,"['222196690_4','224360639_1','154581827_10','225336178_2']"
0,"['212848040_8','70764248_1','217110876_4','215430210_2']"
0,"['222074981_3','0','0','205899103_2']"
0,"['225329413_7','222142386_1','0','221718542_2']"
0,"['224807405_4','223493111_1','0','191928114_2']"
0,"['207596822_5','215151909_1','0','222419473_2']"
0,"['218956667_3','101275460_1','0','211300045_1']"
0,"['211329375_4','203922382_1','0','223298147_2']"
0,"['184949437_3','158435982_1','151300930_7','217626479_2']"
0,"['220448744_6','223864184_1','0','217055677_1']"
0,"['217219727_3','166250992_1','0','224919021_2']"
0,"['223601808_5','223496952_1','0','224510754_2']"
0,"['221258755_3','200880359_1','0','164859347_2']"
0,"['214310470_2','220643401_1','132658542_5','172612296_2']"
0,"['213619462_4','222816375_1','0','200887317_2']"
0,"['221709900_4','224454800_1','0','129118239_2']"
0,"['200575629_5','166051543_1','0','198162455_3']"
0,"['221310620_5','0','0','221454874_1']"
0,"['206837342_4','0','207167556_7','193062716_2']"
0,"['222753901_4','224263235_1','0','221943238_2']"
0,"['224197417_5','113535399_1','0','221112766_2']"
0,"['224271872_3','197636149_1','0','219552094_2']"
0,"['223604182_3','167042310_1','211646652_4','206931801_1']"
0,"['223962547_5','218089723_1','217343713_6','220264887_2']"
0,"['153411971_6','217085441_1','212975511_4','214626059_2']"
0,"['40133769_6','225222588_1','0','217312812_1']"
0,"['213970560_4','205018103_1','0','34054210_1']"
0,"['221367012_5','211426536_1','0','182033871_2']"
0,"['218355977_4','213151569_1','0','214420024_2']"
0,"['220423754_3','223012623_1','0','207647656_2']"
0,"['165806461_7','196137315_1','214803656_5','213147582_2']"
0,"['221507151_7','0','0','218527631_2']"
0,"['219315470_3','209553126_1','0','222382620_2']"
0,"['173244929_5','222490895_1','0','166238686_2']"
0,"['218040356_4','223985802_1','0','208792616_2']"
0,"['225317835_3','222967290_1','0','219416105_1']"
0,"['199755238_5','222676419_1','0','224931445_2']"
0,"['222194027_6','222323645_2','0','218957250_2']"
0,"['188378459_4','222411484_1','0','146554069_2']"
0,"['215993717_3','220842633_1','0','202947303_1']"
0,"['224029131_5','222604263_1','0','202047264_2']"
0,"['205242028_6','225333503_1','0','214247127_2']"
0,"['224921937_7','219123237_1','0','225313454_2']"
0,"['219299812_6','222914943_1','212482857_6','205391270_2']"
0,"['64767251_5','225049367_1','213226374_5','151167129_2']"
0,"['216929137_3','214986327_1','0','206234649_2']"
0,"['212537441_4','0','0','149146875_2']"
0,"['222994676_3','201200216_1','220633162_6','199472506_1']"
0,"['211053712_6','202015776_1','222407791_5','224248597_1']"
0,"['225124033_4','152627680_1','218105649_5','214768898_1']"
0,"['225173748_3','0','0','224481313_2']"
0,"['224419013_4','205623190_1','0','223396274_2']"
0,"['224937657_8','220984682_1','0','225335548_2']"
0,"['224622942_4','222680376_1','0','225163882_2']"
0,"['221096933_4','220914908_1','0','220500352_2']"
0,"['222585727_5','222271040_1','0','221304782_1']"
0,"['163942533_7','224986409_1','208172855_5','209042026_2']"
0,"['194697232_4','164009951_1','0','203087761_1']"
0,"['222783823_5','215091390_1','220319755_8','224269511_2']"
0,"['217257622_4','198697731_1','0','198943604_2']"
0,"['214960519_2','222800121_1','0','223257584_2']"
0,"['218669257_3','210464228_1','153689223_6','209955610_2']"
0,"['206147432_3','224845606_1','222376716_5','224082250_3']"
0,"['206687200_4','221145079_1','0','224669170_1']"
0,"['225143176_4','222192929_1','0','219009786_2']"
0,"['224967340_5','225220934_1','0','218836370_2']"
0,"['220302557_5','225050041_1','0','222198415_2']"
0,"['52003755_7','223009368_1','0','205705624_2']"
0,"['210064766_4','221799121_1','0','225193211_1']"
0,"['206097260_4','223472080_1','0','220450727_2']"
0,"['195746564_5','224021577_1','0','221416203_2']"
0,"['151988042_3','220063632_1','213239741_7','224337192_2']"
0,"['221044305_5','223230594_1','0','225113688_2']"
0,"['202878172_5','0','0','212345079_2']"
0,"['215781618_5','220741445_1','0','173451061_1']"
0,"['220156188_4','223262381_1','0','221885539_2']"
0,"['62874585_4','222825525_1','223364352_7','146342647_2']"
0,"['223366086_4','200263691_1','0','220845001_2']"
0,"['224933701_4','205888786_1','0','218359504_2']"
0,"['223287044_4','0','0','217443017_2']"
0,"['198443627_4','219071136_1','0','222061210_2']"
0,"['221752435_5','221748388_1','0','206830860_1']"
0,"['205634062_5','127831045_1','213075028_4','218457925_2']"
0,"['211145591_3','215307135_1','0','200881279_2']"
0,"['224937253_4','0','0','219928757_4']"
0,"['218331253_6','0','0','224631279_2']"
0,"['214069754_4','208041849_1','0','214947888_2']"
0,"['221799314_3','222017008_1','0','224105474_2']"
0,"['224937241_4','198622642_1','0','222962205_2']"
0,"['218583643_4','216921736_1','0','136037703_2']"
0,"['212299042_3','194805674_1','207462189_7','118170501_2']"
0,"['223420890_2','0','0','224540711_2']"
0,"['156651567_3','218440009_1','0','74882016_2']"
0,"['223742054_6','215080223_1','0','223934256_2']"
0,"['17987869_2','222462987_1','0','187800577_2']"
0,"['220166812_4','132668360_1','222561640_5','218896638_2']"
0,"['219299287_7','218089994_1','215544510_5','215959804_2']"
0,"['222420144_3','221087412_1','200745969_6','205651306_2']"
0,"['220472768_5','219445117_1','0','220924748_1']"
0,"['225334226_3','208823306_1','0','219705345_2']"
0,"['219819215_3','206787680_1','0','199738051_2']"
0,"['224180596_6','189912509_1','0','110290109_2']"
0,"['214999681_4','0','0','210092989_2']"
0,"['224418123_6','0','223056558_5','205280061_2']"
0,"['212377874_6','78383092_1','0','218687419_1']"
0,"['222018954_4','143897624_2','0','214467706_2']"
0,"['218366998_4','218334681_1','215362820_5','209549188_2']"
0,"['217775343_3','0','0','68685610_2']"
0,"['225336767_4','216008244_1','0','225336716_1']"
0,"['224534546_4','0','0','150555767_2']"
0,"['213081512_4','0','208405262_6','218104685_2']"
0,"['203946098_5','222470160_1','0','141025153_3']"
0,"['177876341_3','124661683_2','0','213669592_1']"
0,"['221195741_5','220417156_1','0','199529028_2']"
0,"['224926512_7','222551839_2','224928882_5','212299042_2']"
0,"['222802561_6','104710050_2','0','204743234_2']"
0,"['219072049_3','212748292_1','0','223047250_2']"
0,"['223779756_5','223615748_1','179538060_7','222538578_2']"
0,"['223386837_5','177553368_1','0','224423751_2']"
0,"['209147695_7','208323079_1','0','164177638_2']"
0,"['177687758_7','225326491_1','0','219626563_2']"
0,"['192700619_4','211240080_1','199857176_5','223918327_2']"
0,"['96021609_6','225180670_1','0','220784586_2']"
0,"['222793654_4','224930937_1','0','153918907_2']"
0,"['219995077_5','219662265_1','220950223_4','221532231_2']"
0,"['220215971_4','212420290_1','0','222895019_2']"
0,"['218989719_2','0','0','224843812_2']"
0,"['221046631_4','0','0','223615499_2']"
0,"['120776012_6','224696039_1','219664063_6','214570143_2']"
0,"['224963797_6','206899012_1','0','221722806_2']"
0,"['222190910_6','0','0','223526800_2']"
0,"['218290684_4','221670882_1','0','185971484_2']"
0,"['221790500_6','112539514_1','0','217917751_2']"
0,"['222836960_4','212161982_1','0','220842633_2']"
0,"['223635911_4','82596524_1','0','197339320_2']"
0,"['222487163_4','219620261_1','0','218072559_2']"
0,"['217503292_5','215498036_1','0','224505412_2']"
0,"['214953322_3','219148747_1','0','223708310_2']"
0,"['219447235_3','0','0','225045192_2']"
0,"['223615946_6','218249806_1','0','206071201_2']"
0,"['224024574_3','222146570_1','194935441_4','222321590_3']"
0,"['220861524_3','151168679_1','0','218017063_2']"
0,"['223911188_4','166710380_1','185569136_5','220065597_2']"
0,"['220316717_5','221420089_1','0','224132131_2']"
0,"['220098639_5','207288222_1','143780246_5','225335785_2']"
0,"['220762100_4','132407463_1','0','218010926_2']"
0,"['221141320_5','220168263_1','0','224920929_2']"
0,"['198590922_3','221017979_1','0','206135951_2']"
0,"['198589834_3','225278160_1','0','218159964_2']"
0,"['184353774_4','218034326_1','208008696_5','200069897_2']"
0,"['202125304_4','224931688_1','0','126982824_1']"
0,"['224918428_5','212537441_1','0','223962547_2']"
0,"['199600247_5','0','0','219406922_2']"
0,"['224794980_3','225053181_1','0','79823391_2']"
0,"['224149060_5','195658318_1','223493373_7','224084236_2']"
0,"['216974135_3','219452047_1','0','223364875_2']"
0,"['223260458_5','225158134_1','0','216010123_2']"
0,"['220237607_5','0','0','223909622_2']"
0,"['210742877_3','225316887_1','0','124197348_2']"
0,"['222866320_4','188279115_1','0','198081558_2']"
0,"['223046933_4','44430622_1','0','222198732_2']"
0,"['221098299_5','213884972_1','0','220211495_1']"
0,"['220168911_5','0','0','189022843_2']"
0,"['225011329_5','211480345_1','0','224460435_1']"
0,"['223220787_3','130417366_1','0','199507867_2']"
0,"['215127697_6','205769759_1','0','220600562_3']"
0,"['218404101_4','218861221_1','0','216884652_2']"
0,"['181831921_4','222946285_1','0','205314756_2']"
0,"['219279102_5','0','0','209650424_2']"
0,"['220424235_3','0','0','214447166_2']"
0,"['220726849_6','225333723_1','0','213885056_2']"
0,"['206111349_5','219838233_1','0','221470471_2']"
0,"['178952725_4','198985965_1','0','220696397_2']"
0,"['221230080_4','220633162_1','0','217748835_2']"
0,"['205733884_3','0','224910292_5','126815927_2']"
0,"['223613586_6','201093122_1','0','225050901_2']"
0,"['222098182_4','223330741_1','0','218228170_2']"
0,"['215931348_5','222596945_1','0','219471992_2']"
0,"['217341676_3','0','0','219871695_2']"
0,"['217244342_4','222815172_1','218224681_5','218971761_2']"
0,"['213506136_1','223851892_1','0','165800783_2']"
0,"['192973644_4','224724477_1','0','223123135_2']"
0,"['100450540_5','179956517_1','0','223254023_2']"
0,"['200046185_6','164995797_1','0','34846885_1']"
0,"['222214103_6','212003492_1','0','141762969_2']"
0,"['206015456_6','206798623_1','0','224444149_2']"
0,"['220836916_5','223530719_1','0','224488530_2']"
0,"['224930440_4','217741140_1','0','71472831_2']"
0,"['126324670_4','0','0','222959088_2']"
0,"['145508933_5','208426704_1','0','221121121_2']"
0,"['221000002_3','191806683_1','0','218431157_2']"
0,"['157845692_3','223091661_1','0','213634610_2']"
0,"['211927802_4','224169841_1','0','221462305_2']"
0,"['224929417_3','211329375_1','0','197248322_2']"
0,"['72265480_3','225058225_1','0','223802158_1']"
0,"['225058672_4','0','0','170162074_2']"
0,"['220189264_4','218343718_1','0','223085809_2']"
0,"['224795449_6','207067525_1','0','219124719_2']"
0,"['212535788_4','192944599_1','0','212675980_2']"
0,"['224447716_2','0','0','151475622_1']"
0,"['198275128_3','222109882_1','208068141_8','188199222_3']"
0,"['211113683_6','221460093_1','217684092_7','220313505_2']"
0,"['76104327_5','222294418_1','69660627_6','218826490_2']"
0,"['83476451_6','205465446_1','0','200447742_2']"
0,"['200055549_6','0','0','221017914_2']"
0,"['217897211_2','224158302_1','0','217634697_2']"
0,"['112476904_3','221909566_1','0','203293120_3']"
0,"['223313481_5','220508886_1','0','223460240_1']"
0,"['223975424_5','198273078_1','0','220950686_2']"
0,"['224036214_3','0','0','222087151_2']"
0,"['214396486_3','200201454_1','0','146175434_2']"
0,"['221980452_5','223413692_1','0','222995272_2']"
0,"['148092989_3','217614223_3','0','188072649_2']"
0,"['119346513_4','198648740_1','0','224067167_2']"
0,"['212387772_3','221826962_1','0','156524587_2']"
0,"['217338852_4','224882076_1','0','225189007_2']"
0,"['220758366_5','224126691_1','216474517_4','220245271_2']"
0,"['221054451_4','217316260_1','0','221306327_1']"
0,"['47678732_5','222477806_1','0','225171226_2']"
0,"['222200926_4','222578873_2','0','207163396_1']"
0,"['223384339_4','219501198_1','0','223219439_2']"
0,"['105008499_3','219946188_1','0','221063327_2']"
0,"['221855801_4','225055666_1','213526141_6','222542007_2']"
0,"['224361801_3','216196611_1','0','155123972_1']"
0,"['224535000_4','172807130_1','0','182973201_2']"
0,"['220044404_5','223139451_1','0','202037266_2']"
0,"['225243001_5','0','0','216972673_2']"
0,"['214846127_3','109736919_1','0','167758636_2']"
0,"['220481898_3','219227895_1','0','161588952_1']"
0,"['155208967_5','203191162_1','147943845_11','169277604_2']"
0,"['224385661_4','210712326_1','180210446_7','219525149_2']"
0,"['220204709_4','219026720_1','0','210871195_2']"
0,"['223965527_4','186256346_1','0','224991135_2']"
0,"['201308427_5','220856606_1','209594925_5','155236111_2']"
0,"['215553959_5','224660313_1','0','163776523_2']"
0,"['214534052_5','219081506_1','0','223420743_2']"
0,"['222952671_3','195034677_1','0','220442293_2']"
0,"['221077119_4','225140251_1','0','224384851_2']"
0,"['217996474_4','224160518_1','0','210195529_2']"
0,"['219188670_3','208575558_1','217065524_5','223806628_2']"
0,"['222894724_5','222616153_1','0','221758296_2']"
0,"['217384103_4','216921897_1','192303328_5','107823446_1']"
0,"['199209822_4','201664628_1','0','221309579_2']"
0,"['222463683_4','213142897_1','0','178560881_3']"
0,"['194760104_3','223389339_1','0','221685943_2']"
0,"['219003308_5','203785379_1','0','222247256_2']"
0,"['179870613_5','219642653_1','0','223965424_2']"
0,"['221774351_4','120004087_1','0','224696039_2']"
0,"['127057487_5','220641032_1','0','224710186_2']"
0,"['181430486_2','220600516_1','0','224190335_2']"
0,"['221776662_4','206191974_2','209492400_4','214079997_2']"
0,"['205613000_4','0','178952725_5','73609370_2']"
0,"['223022071_3','217634697_1','0','213479647_2']"
0,"['223860207_3','174659543_1','0','223540173_2']"
0,"['224934382_3','224631279_1','0','221154794_2']"
0,"['224430437_4','195613660_1','0','224908118_2']"
0,"['225158719_4','222735039_1','223256277_4','218122023_2']"
0,"['165806461_6','224936498_1','0','221448646_2']"
0,"['220330663_3','223853354_1','0','219320806_2']"
0,"['199862148_5','225329820_1','0','222062543_1']"
0,"['218901024_6','207215567_1','0','170460659_2']"
0,"['194705477_4','222321672_1','0','224270913_2']"
0,"['213039282_5','164012230_1','0','220788823_2']"
0,"['221800008_6','219528858_1','0','169632748_1']"
0,"['223369198_5','56750880_1','0','223160073_1']"
0,"['224650168_4','219511060_1','0','224162979_1']"
0,"['222113389_5','222641701_1','0','58237366_2']"
0,"['219146021_3','154980220_1','0','132367262_2']"
0,"['163776523_4','221702621_1','0','216093335_2']"
0,"['218457684_6','197333941_1','206473860_4','206964051_2']"
0,"['220384444_4','221452468_1','0','224933072_2']"
0,"['219351496_4','221976461_1','0','216195929_2']"
0,"['205535726_4','224935004_1','222943017_3','211699449_2']"
0,"['223670813_5','133185339_1','158454740_6','219327534_2']"
0,"['223141395_3','0','199230019_6','177180728_2']"
0,"['219440952_6','216837306_1','136379561_7','220367309_2']"
0,"['224104498_4','0','0','221250646_2']"
0,"['225332923_4','219500361_1','0','218294715_2']"
0,"['212790895_4','219444207_1','195834809_7','215841438_2']"
0,"['221010439_4','207093782_1','0','122158725_2']"
0,"['217098260_4','0','0','136725712_2']"
0,"['213513797_5','224419417_1','0','214366127_2']"
0,"['225332927_4','210373134_1','0','218841397_2']"
0,"['222371751_8','208411463_1','0','219863246_1']"
0,"['223875322_7','218559254_1','0','208307716_2']"
0,"['220416570_4','223632877_1','0','221318757_2']"
0,"['211052493_3','224091674_1','0','158110075_2']"
0,"['212748292_3','224783481_1','0','219653926_2']"
0,"['219765685_4','219603091_1','0','195856764_2']"
0,"['215802320_4','199530471_1','0','210315254_2']"
0,"['222901243_4','214306315_1','0','219950533_2']"
0,"['221792388_3','224256262_1','0','224433146_2']"
0,"['217258089_3','145508933_1','0','221077728_2']"
0,"['154739885_6','214247127_1','214264006_5','216889473_2']"
0,"['209277730_3','175141255_1','161953739_7','224480291_2']"
0,"['225079927_5','222516368_1','0','80222137_2']"
0,"['223761368_7','222140842_1','0','205535726_2']"
0,"['210597810_4','220961443_1','0','163335592_2']"
0,"['220745581_5','223562726_1','191985100_5','215844132_2']"
0,"['215235465_4','212103688_1','223302123_7','225135915_2']"
0,"['220394903_9','0','0','174210529_2']"
0,"['220893230_4','222254436_1','0','221697634_2']"
0,"['224936318_3','217272606_1','222096450_8','210584849_2']"
0,"['217458633_4','0','225336902_5','176838762_2']"
0,"['222519804_5','222608343_1','0','203874358_2']"
0,"['222892190_3','207617113_1','0','193728496_2']"
0,"['224931938_4','220209135_2','0','197127924_2']"
0,"['224270913_4','221731280_2','221109041_4','212512051_2']"
0,"['188072649_5','207089560_1','210748432_5','223847810_1']"
0,"['224527007_3','217382208_1','0','222732535_2']"
0,"['222565679_4','220415350_1','0','221202672_2']"
0,"['217503860_3','0','0','221405400_2']"
0,"['223095395_5','220368883_1','0','224930071_2']"
0,"['224254456_4','224423751_1','0','223354218_2']"
0,"['121765345_8','168342310_1','198682256_7','213846054_2']"
0,"['221812012_4','223025869_1','0','223664826_2']"
0,"['220146401_4','200226232_1','0','155132711_2']"
0,"['223792667_7','0','0','218601294_2']"
0,"['213399102_4','219923279_1','0','214613636_2']"
0,"['218722881_5','220837232_1','0','220823156_2']"
0,"['222419414_5','161403348_1','215129759_5','139966512_2']"
0,"['222381179_5','203020572_1','0','222729500_2']"
0,"['214318977_5','216885286_1','0','221027694_2']"
0,"['199651562_6','225176723_1','0','224470124_2']"
0,"['223745771_3','0','0','222757565_2']"
0,"['216195929_4','150553108_1','0','225318588_1']"
0,"['220414379_5','193204060_1','186983735_8','222636584_2']"
0,"['213730109_4','0','0','217557858_2']"
0,"['225309313_4','207110035_1','0','223143544_2']"
0,"['220802948_4','84750323_1','0','221023688_2']"
0,"['222836510_4','72921994_1','0','221029629_2']"
0,"['222021578_4','190241895_1','224206911_5','142790319_2']"
0,"['221470842_6','0','0','221380954_2']"
0,"['222383132_6','0','0','205716226_2']"
0,"['221997214_3','216832223_1','210226737_5','220334598_3']"
0,"['220423107_3','197182811_1','0','223590381_2']"
0,"['207987458_5','202608315_1','0','165247736_2']"
0,"['219603106_4','201818221_1','221065766_5','222892016_2']"
0,"['222942325_6','221328444_1','0','205620140_1']"
0,"['221699537_5','217902794_1','0','222297284_2']"
0,"['77178060_4','0','0','221375771_2']"
0,"['210609497_3','212966286_1','221498830_6','206969455_2']"
0,"['223069963_4','224247117_1','0','216211496_2']"
0,"['220757379_2','0','0','224419223_1']"
0,"['218283984_4','0','0','163843733_2']"
0,"['195189464_5','224657383_1','0','225334494_2']"
0,"['203945519_3','222785219_1','0','222057152_2']"
0,"['222959881_6','201392066_1','0','222911260_2']"
0,"['224562443_5','215984263_1','0','218740570_2']"
0,"['223315949_3','0','0','225336309_1']"
0,"['219307113_3','0','0','225335226_2']"
0,"['220205851_5','224189252_1','0','224352060_2']"
0,"['149974328_8','219762287_1','0','152199115_2']"
0,"['225105953_5','222345167_1','0','210177710_1']"
0,"['216729758_5','185354745_1','0','219072049_2']"
0,"['220884059_6','219604786_1','0','223958413_2']"
0,"['222388371_4','0','218343737_5','220239962_2']"
0,"['225019651_4','214823261_2','0','168351172_2']"
0,"['152653179_5','162083356_1','152529006_7','150850960_2']"
0,"['205480102_5','199746344_1','0','217721734_2']"
0,"['223693998_7','47313459_1','0','219817525_2']"
0,"['211628510_3','218838283_1','182876076_7','224062940_2']"
0,"['211832017_5','211580767_1','0','199501579_2']"
0,"['182969603_5','223050186_1','0','213849545_2']"
0,"['218764448_4','221165423_1','0','188535492_3']"
0,"['222203740_4','0','0','205195957_1']"
0,"['208978642_4','220383824_1','0','221662262_2']"
0,"['223081230_5','187783327_1','210305684_5','215590747_2']"
0,"['76776151_6','184334181_1','0','222005993_2']"
0,"['223520377_7','217515350_1','0','223165954_2']"
0,"['220147712_4','223911755_1','217507838_6','205202290_3']"
0,"['154576917_4','191081502_1','137570879_5','222519435_2']"
0,"['220122003_3','222378732_1','184449461_6','224160518_2']"
0,"['217838949_5','0','0','218738716_2']"
0,"['219224421_5','188941895_1','0','223988941_2']"
0,"['215955281_3','219500098_1','0','217171928_2']"
0,"['222816866_5','134250866_1','0','225331960_2']"
0,"['223472641_3','205156241_1','0','223926838_3']"
0,"['195666282_5','211739162_1','0','165332898_2']"
0,"['220264887_5','220595739_1','210360957_6','224919859_2']"
0,"['200522462_6','225121980_1','0','222293611_2']"
0,"['218950453_4','223870638_1','59371297_7','206893602_2']"
0,"['222954535_4','223354202_1','0','197131625_2']"
0,"['217273883_5','220810798_1','0','217897211_1']"
0,"['215257001_3','219412062_1','214302941_6','222116340_2']"
0,"['202244281_5','0','0','199851716_2']"
0,"['223508730_4','224034500_1','0','215805840_4']"
0,"['215928991_5','220976695_1','0','202124155_2']"
0,"['223166974_3','136724002_1','0','208537826_1']"
0,"['222359486_3','176795999_1','208044815_4','211580502_2']"
